"event_id","name","start_time","end_time","timezone","location","description","event_type","link","latitude","longitude","liked_count","viewed_count","trending_score"
396,Brown|RISD Dual Degree Capstone Presentations,"2025-05-28 10:00:00","2025-05-28 14:30:00",EDT,"Lindemann Performing Arts Center, 144 Angell Street","During their final year in the program, each Brown|RISD Dual Degree student delivers a Capstone Presentation that draws upon their experience at both institutions. Join us in Brown’s Lindemann Performing Arts Center on 5/28 and 5/29 as we celebrate the students of the BRDD classes of 2025 and 2025.5! Click the BRDD Capstone Website link for details.",,https://events.brown.edu/event/306310-brownrisd-dual-degree-capstone-presentation,41.8281,-71.402,0,0,0.0
397,Elevate Your Career with the IE Brown Executive MBA,"2025-05-28 11:00:00","2025-05-28 12:00:00",EDT,,"Ready to take your leadership skills to new heights? Join us for an exclusive virtual session to discover the transformative IE Brown Executive MBA program in which Brown University and IE Business School are forging the future of business leadership.
Gain insights into how this prestigious program can empower you with the strategic, managerial, and innovative skills needed to thrive in today’s fast-paced business world. Don’t miss the opportunity to explore how the IE Brown Executive MBA can help you unlock your full potential.",Online only,https://events.brown.edu/event/310091-elevate-your-career-with-the-ie-brown-executive,,,0,0,0.0
398,COBRE CBC Computational Biology Walk-in Office hours,"2025-05-28 15:00:00","2025-05-28 16:00:00",EDT,,,Online only,https://events.brown.edu/event/287353-cobre-cbc-computational-biology-walk-in-office,,,0,0,0.0
399,Digital Humanities Summer Institute week #1,"2025-05-29 09:00:00","2025-05-29 12:30:00",EDT,Digital Scholarship Lab in the Rockefeller Library (and on Zoom),"The Center for Digital Scholarship hosts the Digital Humanities Summer Institute each summer. The institute is designed for Brown graduate students in the humanities and social sciences, but we welcome researchers of all levels (undergraduate to faculty) and all disciplines to join us for two week-long digital humanities workshops every summer.
We will offer first week of the series in person from May 28–30 in the Patrick Ma Digital Scholarship Lab (room 137), Rockefeller Library, and the second week, June 9–13 virtually via Zoom.
The first week of the series will focus on topics of importance across all digital humanities projects including: project development; finding, creating and cleaning your data; applying critical digital humanities methods; and more.
The second week of the series will pair students in the course with staff at the CDS to develop their project. Each day will have milestones to achieve such as: having a clear plan for the project; developing a metadata schema; choosing a digital platform; creating wireframes and mood boards. Students will have the opportunity to learn from their assigned mentor but also share back and learn from their cohort.
We are eager to train the next generation of scholars in digital humanities. Please make sure you can commit to the series before submitting your application. We plan the series based on the registrations we receive, and in order to plan appropriately we need a strong commitment from our applicants. The institute counts towards the Digital Humanities Doctoral Certificate Program.
Applications are due by May 1, 2025. Register here.",,https://events.brown.edu/event/297773-digital-humanities-summer-institute,,,0,0,0.0
400,IE Brown Virtual Coffee Chat,"2025-05-29 09:00:00","2025-05-29 17:00:00",EDT,,"Virtually meet your local IE Brown Representative to learn more about the IE Brown Executive MBA, our teaching methodologies and the admissions process over some coffee!
More about the IE Brown Executive MBA
Once you have registered, you will be emailed a Zoom ID & meeting link!",Online only,https://events.brown.edu/event/310092-ie-brown-virtual-coffee-chat,,,0,0,0.0
401,Brown|RISD Dual Degree Capstone Presentations,"2025-05-29 10:00:00","2025-05-29 14:00:00",EDT,"Lindemann Performing Arts Center, 144 Angell Street","During their final year in the program, each Brown|RISD Dual Degree student delivers a Capstone Presentation that draws upon their experience at both institutions. Join us in Brown’s Lindemann Performing Arts Center on 5/28 and 5/29 as we celebrate the students of the BRDD classes of 2025 and 2025.5! Click the BRDD Capstone Website link for details.",,https://events.brown.edu/event/306313-brownrisd-dual-degree-capstone-presentation,41.8281,-71.402,0,0,0.0
402,Mastering Meal Prep (Webinar),"2025-05-29 12:00:00","2025-05-29 13:00:00",EDT,,"Tired of last-minute dinner planning that often leads to fast food or complaints from the family? Mastering meal planning and prep can save you both time and money! In addition to learning about the benefits of meal planning and prep, participants of this webinar will walk away with helpful tools and resources to make the healthy choice the easy choice. Join Personify Health at 12 p.m. to start mastering meal prep! This program counts as a wellness program toward 2025 Wellness Rewards.",Online only,https://events.brown.edu/event/310663-mastering-meal-prep-webinar,,,0,0,0.0
403,Mindfulness Speaker Series | Mindfulness or Medication? What the Research Says About Treating Anxiety,"2025-05-29 12:00:00","2025-05-29 13:00:00",EDT,Online,"What happens when you compare mindfulness meditation head-to-head with a leading anxiety medication?

In this talk, Dr. Elizabeth Hoge, psychiatrist and researcher at Georgetown University, shares findings from the first study of its kind — directly comparing Mindfulness-Based Stress Reduction (MBSR) with Lexapro for treating anxiety. She’ll also explore how mindfulness may affect the body’s stress response, reactions to fear and even brain activity, sharing MRI findings from participants who learned to meditate.

Whether you’re a longtime meditator or mindfulness-curious, this session offers a grounded look at what the science really shows.",Online only,https://events.brown.edu/event/310783-mindfulness-speaker-series-mindfulness-or,,,0,0,0.0
404,"Brown RNA Center Seminar with Melissa Kelley, Ph.D.","2025-05-29 13:15:00",,EDT,"70 Ship Street","“Transfer RNA regulation in the development
and reproduction of mosquitoes”

RNA Center Seminar
Presented by

Melissa Kelley, Ph.D.
University of Cincinnati

Thursday, May 29, 2025
1:15 PM
70 Ship Street, Rm 107",,https://events.brown.edu/event/310854-brown-rna-center-seminar-with-melissa-kelley-phd,41.8188,-71.4102,0,0,0.0
405,Graduate Career Fellow Open Hours for PhD Students (Hybrid),"2025-05-29 16:00:00","2025-05-29 17:00:00",EDT,Virtual or 167 Angell Street,"Come to our Graduate Career Fellow Open Hours for quick questions, utilizing career center resources, and editing/drafting resumes and cover letters.
No appointment needed. Just walk in.
For in-person open hours: 167 Angell Street • 1st Floor Conference Room
For Virtual Hours: Connect Here",,https://events.brown.edu/event/310630-graduate-career-fellow-open-hours-for-phd-students,,,0,0,0.0
406,Shape Note Singing - Come Sing!,"2025-05-29 18:00:00",,EDT,Steinert Center,"Anyone can do it, and we’ll show you how! With no tryouts, commitment, experience, or vocal talent needed, you can get together with friends and make music that the NYTimes has described as “powerful, elemental” on a weekly basis. Shape Note is a centuries-old tradition of American community music that can improve anyone’s singing. You need to hear this for yourself. Come try it: Thursday 01/30, 6-8 PM, Steinert Hall (148 Power Street), room 105. We hold singings every Thursday. All are welcome! (Organized by the Graduate Student Shape Note group)",,https://events.brown.edu/event/305416-shape-note-singing-come-sing,41.8234,-71.3968,0,0,0.0
407,Digital Humanities Summer Institute week #1,"2025-05-30 09:00:00","2025-05-30 12:30:00",EDT,Digital Scholarship Lab in the Rockefeller Library (and on Zoom),"The Center for Digital Scholarship hosts the Digital Humanities Summer Institute each summer. The institute is designed for Brown graduate students in the humanities and social sciences, but we welcome researchers of all levels (undergraduate to faculty) and all disciplines to join us for two week-long digital humanities workshops every summer.
We will offer first week of the series in person from May 28–30 in the Patrick Ma Digital Scholarship Lab (room 137), Rockefeller Library, and the second week, June 9–13 virtually via Zoom.
The first week of the series will focus on topics of importance across all digital humanities projects including: project development; finding, creating and cleaning your data; applying critical digital humanities methods; and more.
The second week of the series will pair students in the course with staff at the CDS to develop their project. Each day will have milestones to achieve such as: having a clear plan for the project; developing a metadata schema; choosing a digital platform; creating wireframes and mood boards. Students will have the opportunity to learn from their assigned mentor but also share back and learn from their cohort.
We are eager to train the next generation of scholars in digital humanities. Please make sure you can commit to the series before submitting your application. We plan the series based on the registrations we receive, and in order to plan appropriately we need a strong commitment from our applicants. The institute counts towards the Digital Humanities Doctoral Certificate Program.
Applications are due by May 1, 2025. Register here.",,https://events.brown.edu/event/297774-digital-humanities-summer-institute,,,0,0,0.0
408,CCV Office Hours,"2025-05-30 10:00:00","2025-05-30 12:00:00",EDT,"180 George Street","This is a drop-in session where CCV staff members will be available to answer questions about Brown’s research computing resources (Oscar, Stronghold, Globus) and help with any high-performance computing (HPC) issues you might have.",Hybrid,https://events.brown.edu/event/303541-ccv-office-hours,41.8259,-71.3988,0,0,0.0
409,Public Art Tours,"2025-05-31 13:00:00",,EDT,College Green,"In the spring of 2024, the Brown Arts Institute introduced a new initiative: free, student-led Public Art Tours. Open to everyone, the tours are scheduled every Saturday and Sunday at 1:00 PM, providing weekend enrichment through the exploration of Brown University’s distinctive outdoor public art collection.
The Public Art Tours enable the University to share its significant cultural assets with the wider public and underscore the value of public art within the Brown community. With guidance from University Curator Nicole Wholean, 15 students, supported through Brown Arts Institute’s ArtsCrew workforce development initiative, curated tours that feature a personal selection of 6 works from Brown’s wide-ranging public art collection of over 30 pieces.
Participants can look forward to a student-led exploration that promises not just a tour, but an inclusive and enjoyable learning experience, unveiling the stories behind each artwork and the collection as a whole.
2025 Schedule
Frequency: Every Saturday and Sunday, from April 5 through November 16
Time: 1:00 PM
Saturday Tour Location: Meet at the Eli Harvey sculpture, Bronze Bruno, on the College Green.
Sunday Tour Location: Gather at Tom Friedman’s Circle Dance, on the Campus Walk.
No advance registration required, just arrive at the location before 1:00 PM
There are no public art tours on April 19 and 20, May 24 and 25, August 30 and 31
Questions: artsinstitute@brown.edu",,https://events.brown.edu/event/309172-public-art-tours,41.8262,-71.4033,0,0,0.0
410,Public Art Tours,"2025-06-01 13:00:00",,EDT,"94 Waterman Street","In the spring of 2024, the Brown Arts Institute introduced a new initiative: free, student-led Public Art Tours. Open to everyone, the tours are scheduled every Saturday and Sunday at 1:00 PM, providing weekend enrichment through the exploration of Brown University’s distinctive outdoor public art collection.
The Public Art Tours enable the University to share its significant cultural assets with the wider public and underscore the value of public art within the Brown community. With guidance from University Curator Nicole Wholean, 15 students, supported through Brown Arts Institute’s ArtsCrew workforce development initiative, curated tours that feature a personal selection of 6 works from Brown’s wide-ranging public art collection of over 30 pieces.
Participants can look forward to a student-led exploration that promises not just a tour, but an inclusive and enjoyable learning experience, unveiling the stories behind each artwork and the collection as a whole.
2025 Schedule
Frequency: Every Saturday and Sunday, from April 5 through November 16
Time: 1:00 PM
Saturday Tour Location: Meet at the Eli Harvey sculpture, Bronze Bruno, on the College Green.
Sunday Tour Location: Gather at Tom Friedman’s Circle Dance, on the Campus Walk.
No advance registration required, just arrive at the location before 1:00 PM
There are no public art tours on April 19 and 20, May 24 and 25, August 30 and 31
Questions: artsinstitute@brown.edu",,https://events.brown.edu/event/309139-public-art-tours,41.8274,-71.4015,0,0,0.0
411,Neurobiology of Disease Journal Club,"2025-06-02 14:00:00",,EDT,Sidney E. Frank Hall for Life Sciences,"Join us for an exciting discussion of current papers in neurobiology! Anyone at all levels are welcome to attend. Recurring every other Monday.
Follow this link to be added to the listserv: https://forms.gle/8HNhfcWrJy8RcGLWA
Sign up to present here: https://docs.google.com/spreadsheets/d/1CZu4iGzJG76QBc0fK59BszSHjJqaHx3r5dbxCRKmQC4/edit?usp=sharing",,https://events.brown.edu/event/308888-neurobiology-of-disease-journal-club,41.8289,-71.4025,0,0,0.0
412,Masters Career Services | Workshop: Consulting Insights - Job & Internship Strategies,"2025-06-03 10:00:00","2025-06-03 11:00:00",EDT,Online via zoom,"Join Career Services within the Division of Masters and Professional Programs as they share strategies and insight into navigating the consulting industry.
The consulting recruitment timeline for Summer 2026 jobs and internships starts this Summer (2025)! To prepare our students for the competitive job market and present themselves as strong candidates, we’re hosting a Consulting Insights series of workshops. The workshop aim to help students start applying immediately for roles that may be of interest to them and apply strategies to be successful in their job or internship search.
We’ll cover:
How to identify and research firms that align with your interests and goals
Strategies for networking with professionals and making meaningful connections
Best practices for leveraging job boards, campus resources, and LinkedIn
Application timelines and tips for standing out in a crowded field
  Future workshops:
Consulting Insights - Resumes | June 10th 10:00 - 11:00 AM EST",,https://events.brown.edu/event/309755-masters-career-services-workshop-consulting,,,0,0,0.0
413,COBRE CBC Computational Biology Walk-in Office hours,"2025-06-03 11:00:00","2025-06-03 12:00:00",EDT,,,Online only,https://events.brown.edu/event/287989-cobre-cbc-computational-biology-walk-in-off,,,0,0,0.0
414,Mini Lecture (Topic: Data to Decisions: Why Policy Matters for Data Scientists),"2025-06-03 14:00:00",,EDT,,,Online only,https://events.brown.edu/event/311001-mini-lecture-topic-data-to-decisions-why-policy,,,0,0,0.0
415,COBRE CBC Computational Biology Walk-in Office hours,"2025-06-04 15:00:00","2025-06-04 16:00:00",EDT,,,Online only,https://events.brown.edu/event/287354-cobre-cbc-computational-biology-walk-in-office,,,0,0,0.0
416,BROWN GIVES CORNHOLE TOURNAMENT,"2025-06-05 15:00:00",,EDT,Ittleson Quad,"Brown Real Estate will be hosting its Annual Charity Cornhole Tournament with all proceeds benefiting the United Way of Rhode Island. Join us for an afternoon of refreshments, raffles, and an opportunity to be this year’s cornhole champs! Boston Cornhole will host this year’s event and food/beer/wine will be available for purchase through Brown’s Bruno Eats food truck.
Please join us on Thursday, June 5, 2025 at Ittleson Quad (OMAC, if inclement weather) for an afternoon of fun and giving! Registration opens at 2:30pm, and team play begins promptly at 3:00pm. Team slots ($65 per team of 2) are available, but limited. No individual registration are accepted.",,https://events.brown.edu/event/310842-brown-gives-cornhole-tournament,41.8308,-71.3982,0,0,0.0
417,"31st Annual Department of Medicine Research Forum","2025-06-05 16:00:00","2025-06-05 19:00:00",EDT,"222 Richmond St","Please join us for the 31st Annual Department of Medicine Research Forum on Thursday, June 5th from 4 to 7PM at the Warren Alpert Medical School. Program includes presentations by senior residents, poster session and reception. Keynote presentation will be given by Matthew Meyerson, MD PhD, Charles A. Dana Chair in Human Cancer Genetics at the Dana Farber Cancer Institute and Professor of Genetics and Medicine at Harvard Medical School. Dr. Meyerson’s talk is titled “Cancer Genomics: Discovery, Biology and Therapy”.
Please contact Olga Custudio for questions. We look forward to seeing you there!",,https://events.brown.edu/event/310616-31st-annual-department-of-medicine-research-forum,,,0,0,0.0
418,Book Talk with Noel Rubinton,"2025-06-05 16:30:00","2025-06-05 18:00:00",EDT,Brown Bookstore,"Join us on Thursday, June 5th at 4:30pm for a book talk with Brown alumnus Noel Rubinton, author of Looking for a Story: A Complete Guide to the Writings of John McPhee. He will be joined in conversation by Providence-based journalist Phil Eil (author of Prescription for Pain: How a Once Promising Doctor Became the “Pill Mill Killer.”)
 “John McPhee is a master and his readers deserve to know where to find every last nugget of his work...Noel Rubinton draws the map with the care and precision of his subject. Any reader of John McPhee will be grateful to own and refer to Looking for a Story. He leads you, again and again, to where the gold is.” —David Remnick, editor of The New Yorker
Noel Rubinton is a journalist and strategic communications consultant whose writing has appeared in leading publications such as the New York Times and the Washington Post. He was a reporter and editor for Newsday for many years.",,https://events.brown.edu/event/309739-book-talk-with-noel-rubinton,41.8283,-71.4009,0,0,0.0
419,Shape Note Singing - Come Sing!,"2025-06-05 18:00:00",,EDT,Steinert Center,"Anyone can do it, and we’ll show you how! With no tryouts, commitment, experience, or vocal talent needed, you can get together with friends and make music that the NYTimes has described as “powerful, elemental” on a weekly basis. Shape Note is a centuries-old tradition of American community music that can improve anyone’s singing. You need to hear this for yourself. Come try it: Thursday 01/30, 6-8 PM, Steinert Hall (148 Power Street), room 105. We hold singings every Thursday. All are welcome! (Organized by the Graduate Student Shape Note group)",,https://events.brown.edu/event/305417-shape-note-singing-come-sing,41.8234,-71.3968,0,0,0.0
420,CCV Office Hours,"2025-06-06 10:00:00","2025-06-06 12:00:00",EDT,"180 George Street","This is a drop-in session where CCV staff members will be available to answer questions about Brown’s research computing resources (Oscar, Stronghold, Globus) and help with any high-performance computing (HPC) issues you might have.",Hybrid,https://events.brown.edu/event/303540-ccv-office-hours,41.8259,-71.3988,0,0,0.0
421,Organic Chemistry Seminar • Cheon-Gyu Cho • Hanyang University,"2025-06-06 15:00:00","2025-06-06 16:00:00",EDT,Geo-Chem Building,"The interplay of Methodology Development and Natural Product Synthesis
Cheon-Gyu Cho
Department of Chemistry, Hanyang University, Seoul 04763, Korea
We have been exploring the utility of 3,5-dibromo-2-pyrone as a new diene synthon in Diels-Alder chemistry. Its synthetic versatility has been further exuberated by the discovery that either of the two C-Br groups can be selectively functionalized through transition metal-catalyzed coupling reactions. The resultant 3- or 5-substituted 2-pyrones were found to be potent neutral dienes and may undergo cycloaddition to afford an array of densely functionalized cyclohexenes. Recently, 2-pyrones with an asymmetrically positioned hydroxyl group in the tether have been found to undergo intramolecular Diels-Alder reactions with remarkably high π-facial- and endo-selectivities. The resulting diastereomerically and enantiomerically pure cycloadducts were transformed into various natural products. Recent findings on our unique diastereoselective IMDA reactions of 2-pyrones and their synthetic applications to (+)-lycopladine A, (-)-lycoposerramine R, (-)-cyanthiwigin B and (+)-platensimycin will be presented.",,https://events.brown.edu/event/310785-organic-chemistry-seminar-cheon-gyu-cho-hanyang,41.8259,-71.3995,0,0,0.0
422,Weekend: Slavery & Legacy Community Walking Tour,"2025-06-07 10:00:00","2025-06-07 11:00:00",EDT,Begins across the street from the Ruth J. Simmons Center (94 Waterman Street),"In the eighteenth century, racial slavery permeated every aspect of social and economic life in Rhode Island. The Ruth J. Simmons Center for the Study of Slavery and Justice’s Slavery and Legacy Walking Tour invites guests to learn about the history and legacy of slavery as it pertains to Brown University and the state of Rhode Island. Major stops on this hour-long walking tour include the Ruth J. Simmons Quadrangle, Van Wickle Gates, University Hall (Nathanael Green Plaque), and the Slavery Memorial (Manning Hall).
The Community Tours are intended for individuals, not groups, who are interested in taking the Slavery & Legacy Walking Tour.
Please sign up for a Community Tour using the form at the bottom of this page. If you would like to see other date options currently open for registration, please visit our Slavery & Legacy Walking Tour events page.
The Tour will begin across the street from the Ruth J. Simmons Center (94 Waterman Street) in the red area marked in the image below. There will also be a walkway sign in that area to indicate where your tour guide will meet you.
Private Tour Requests",,https://events.brown.edu/event/310164-weekend-slavery-legacy-community-walking-tour,,,0,0,0.0
423,Public Art Tours,"2025-06-07 13:00:00",,EDT,College Green,"In the spring of 2024, the Brown Arts Institute introduced a new initiative: free, student-led Public Art Tours. Open to everyone, the tours are scheduled every Saturday and Sunday at 1:00 PM, providing weekend enrichment through the exploration of Brown University’s distinctive outdoor public art collection.
The Public Art Tours enable the University to share its significant cultural assets with the wider public and underscore the value of public art within the Brown community. With guidance from University Curator Nicole Wholean, 15 students, supported through Brown Arts Institute’s ArtsCrew workforce development initiative, curated tours that feature a personal selection of 6 works from Brown’s wide-ranging public art collection of over 30 pieces.
Participants can look forward to a student-led exploration that promises not just a tour, but an inclusive and enjoyable learning experience, unveiling the stories behind each artwork and the collection as a whole.
2025 Schedule
Frequency: Every Saturday and Sunday, from April 5 through November 16
Time: 1:00 PM
Saturday Tour Location: Meet at the Eli Harvey sculpture, Bronze Bruno, on the College Green.
Sunday Tour Location: Gather at Tom Friedman’s Circle Dance, on the Campus Walk.
No advance registration required, just arrive at the location before 1:00 PM
There are no public art tours on April 19 and 20, May 24 and 25, August 30 and 31
Questions: artsinstitute@brown.edu",,https://events.brown.edu/event/309173-public-art-tours,41.8262,-71.4033,0,0,0.0
424,Public Art Tours,"2025-06-08 13:00:00",,EDT,"94 Waterman Street","In the spring of 2024, the Brown Arts Institute introduced a new initiative: free, student-led Public Art Tours. Open to everyone, the tours are scheduled every Saturday and Sunday at 1:00 PM, providing weekend enrichment through the exploration of Brown University’s distinctive outdoor public art collection.
The Public Art Tours enable the University to share its significant cultural assets with the wider public and underscore the value of public art within the Brown community. With guidance from University Curator Nicole Wholean, 15 students, supported through Brown Arts Institute’s ArtsCrew workforce development initiative, curated tours that feature a personal selection of 6 works from Brown’s wide-ranging public art collection of over 30 pieces.
Participants can look forward to a student-led exploration that promises not just a tour, but an inclusive and enjoyable learning experience, unveiling the stories behind each artwork and the collection as a whole.
2025 Schedule
Frequency: Every Saturday and Sunday, from April 5 through November 16
Time: 1:00 PM
Saturday Tour Location: Meet at the Eli Harvey sculpture, Bronze Bruno, on the College Green.
Sunday Tour Location: Gather at Tom Friedman’s Circle Dance, on the Campus Walk.
No advance registration required, just arrive at the location before 1:00 PM
There are no public art tours on April 19 and 20, May 24 and 25, August 30 and 31
Questions: artsinstitute@brown.edu",,https://events.brown.edu/event/309140-public-art-tours,41.8274,-71.4015,0,0,0.0
425,Digital Humanities Summer Institute - week #2,"2025-06-09 09:00:00","2025-06-09 12:00:00",EDT,Virtual,"The Center for Digital Scholarship hosts the Digital Humanities Summer Institute each summer. The institute is designed for Brown graduate students in the humanities and social sciences, but we welcome researchers of all levels (undergraduate to faculty) and all disciplines to join us for two week-long digital humanities workshops every summer.
We will offer first week of the series in person from May 28–30 in the Patrick Ma Digital Scholarship Lab (room 137), Rockefeller Library, and the second week, June 9–13 virtually via Zoom.
The first week of the series will focus on topics of importance across all digital humanities projects including: project development; finding, creating and cleaning your data; applying critical digital humanities methods; and more.
The second week of the series will pair students in the course with staff at the CDS to develop their project. Each day will have milestones to achieve such as: having a clear plan for the project; developing a metadata schema; choosing a digital platform; creating wireframes and mood boards. Students will have the opportunity to learn from their assigned mentor but also share back and learn from their cohort.
We are eager to train the next generation of scholars in digital humanities. Please make sure you can commit to the series before submitting your application. We plan the series based on the registrations we receive, and in order to plan appropriately we need a strong commitment from our applicants. The institute counts towards the Digital Humanities Doctoral Certificate Program.
Applications are due by May 1, 2025. Register here.",Online only,https://events.brown.edu/event/308575-digital-humanities-summer-institute-week-2,,,0,0,0.0
426,"The Intersection of Criminal Justice, Social Justice, and Behavioral Health in Rhode Island","2025-06-10 08:30:00","2025-06-10 15:00:00",EDT,"222 Richmond Street","Justice Assistance and the Brown University School of Public Health, together with valued community partners—are excited to present a one-day conference this spring focused on a pressing issue in our state.
This gathering will convene leaders and changemakers from healthcare, social services, law, public policy, and community advocacy for a day of insight and collaboration. Sessions will spotlight strategies for replacing punitive approaches with effective, compassionate responses that tackle root causes and support successful re-entry.
Come be part of the conversation as we work together to create a more fair, inclusive, and healthy Rhode Island.
The event is free, but registration is required and now open!
Additional details will be shared on social media. For questions or comments, please contact:
Bart Laws, Brown University: Michael_Barton_Laws@brown.edu
Fran DaLomba, Justice Assistance: fdalomba@justiceassistance.org",,https://events.brown.edu/event/310979-the-intersection-of-criminal-justice-social,,,0,0,0.0
427,Digital Humanities Summer Institute - week #2,"2025-06-10 09:00:00","2025-06-10 12:00:00",EDT,Virtual,"The Center for Digital Scholarship hosts the Digital Humanities Summer Institute each summer. The institute is designed for Brown graduate students in the humanities and social sciences, but we welcome researchers of all levels (undergraduate to faculty) and all disciplines to join us for two week-long digital humanities workshops every summer.
We will offer first week of the series in person from May 28–30 in the Patrick Ma Digital Scholarship Lab (room 137), Rockefeller Library, and the second week, June 9–13 virtually via Zoom.
The first week of the series will focus on topics of importance across all digital humanities projects including: project development; finding, creating and cleaning your data; applying critical digital humanities methods; and more.
The second week of the series will pair students in the course with staff at the CDS to develop their project. Each day will have milestones to achieve such as: having a clear plan for the project; developing a metadata schema; choosing a digital platform; creating wireframes and mood boards. Students will have the opportunity to learn from their assigned mentor but also share back and learn from their cohort.
We are eager to train the next generation of scholars in digital humanities. Please make sure you can commit to the series before submitting your application. We plan the series based on the registrations we receive, and in order to plan appropriately we need a strong commitment from our applicants. The institute counts towards the Digital Humanities Doctoral Certificate Program.
Applications are due by May 1, 2025. Register here.",Online only,https://events.brown.edu/event/308576-digital-humanities-summer-institute-week-2,,,0,0,0.0
428,Introduction to Cognos Analytics for New Users,"2025-06-10 09:30:00","2025-06-10 12:00:00",EDT,Zoom,"In this hands-on training for staff delivered via Zoom, you’ll learn to take advantage of the features of Brown’s powerful reporting tool, Cognos Analytics.
This class is ideal for new Cognos Analytics users.
Description
In this instructor-led training, you will:
navigate the Cognos Analytics interface
search for and run reports
run reports in the background
create report views
schedule and subscribe to reports at regular intervals
access the Business Intelligence @Brown website and more!
Duration
2.5 hours
Prerequisite
Participants MUST have access to Cognos Analytics to take this course.
Be sure to submit your access request before training.
Register
Register in Workday Learning 
User Guide
To get started today with Cognos Analytics, see our user guide (login required).",,https://events.brown.edu/event/308814-introduction-to-cognos-analytics-for-new-users,,,0,0,0.0
429,Masters Career Services | Workshop: Consulting Insights - Resumes,"2025-06-10 10:00:00","2025-06-10 11:00:00",EDT,Online via Zoom,"Join Career Services within the Division of Masters and Professional Programs as they share strategies and insight into navigating the consulting industry.
The consulting recruitment timeline for Summer 2026 jobs and internships starts this Summer (2025)! To prepare our students for the competitive job market and present themselves as strong candidates, we’re hosting a Consulting Insights series of workshops.
This workshop will guide you through the key elements of a strong consulting resume.
We’ll discuss:
The structure and formatting of a consulting-ready resume
How to write content and bullet points that demonstrate impact and results
Ways to highlight your experiences and skill set to stand out
Common resume mistakes and how to avoid them",,https://events.brown.edu/event/309756-masters-career-services-workshop-consulting,,,0,0,0.0
430,COBRE CBC Computational Biology Walk-in Office hours,"2025-06-10 11:00:00","2025-06-10 12:00:00",EDT,,,Online only,https://events.brown.edu/event/287990-cobre-cbc-computational-biology-walk-in-off,,,0,0,0.0
431,"Program Overview: Online Masters in Data Science: Policy, Governance, and Society","2025-06-10 12:00:00",,EDT,,"Join us for a program overview to learn more about the Online Masters in Data Science: Policy, Governance, and Society at Brown University. We will cover an overview of the program, the faculty in the program, a deep-dive into the curriculum, as well as the application requirements.",Online only,https://events.brown.edu/event/299929-program-overview-online-masters-in-data-sci,,,0,0,0.0
432,Digital Humanities Summer Institute - week #2,"2025-06-11 09:00:00","2025-06-11 12:00:00",EDT,Virtual,"The Center for Digital Scholarship hosts the Digital Humanities Summer Institute each summer. The institute is designed for Brown graduate students in the humanities and social sciences, but we welcome researchers of all levels (undergraduate to faculty) and all disciplines to join us for two week-long digital humanities workshops every summer.
We will offer first week of the series in person from May 28–30 in the Patrick Ma Digital Scholarship Lab (room 137), Rockefeller Library, and the second week, June 9–13 virtually via Zoom.
The first week of the series will focus on topics of importance across all digital humanities projects including: project development; finding, creating and cleaning your data; applying critical digital humanities methods; and more.
The second week of the series will pair students in the course with staff at the CDS to develop their project. Each day will have milestones to achieve such as: having a clear plan for the project; developing a metadata schema; choosing a digital platform; creating wireframes and mood boards. Students will have the opportunity to learn from their assigned mentor but also share back and learn from their cohort.
We are eager to train the next generation of scholars in digital humanities. Please make sure you can commit to the series before submitting your application. We plan the series based on the registrations we receive, and in order to plan appropriately we need a strong commitment from our applicants. The institute counts towards the Digital Humanities Doctoral Certificate Program.
Applications are due by May 1, 2025. Register here.",Online only,https://events.brown.edu/event/308577-digital-humanities-summer-institute-week-2,,,0,0,0.0
433,Lessons in Leadership: Enhancing Marketing Campaigns with AI,"2025-06-11 12:00:00","2025-06-11 13:00:00",EDT,,"Artificial intelligence is no longer a future-facing capability — it’s a present-day strategic imperative in modern marketing. According to a 2024 industry survey, over 60% of marketing leaders identified AI investments as their top operational focus. But understanding how to responsibly and effectively apply these technologies remains a key leadership challenge.
In this webinar, we will explore how to integrate AI and machine learning into marketing strategies to drive superior targeting, personalization, campaign optimization and predictive analytics. We’ll examine real-world applications, emerging tools, and foundational concepts, as well as the organizational competencies required to succeed. The session will also touch on the ethical and regulatory dimensions of deploying AI at scale in consumer-facing contexts.
By the end of the session, participants will gain insight into:
- Core concepts in AI and machine learning as applied to marketing
- Practical strategies for using AI to enhance customer engagement and campaign ROI
- Key ethical and privacy considerations when adopting AI tools
This session is ideal for marketing professionals, business leaders, and cross-functional teams seeking to elevate their AI fluency in a rapidly evolving landscape.
The instructor for this webinar is Matt Fisher. Matt is a technology executive, educator, and founder with deep expertise at the intersection of artificial intelligence, marketing, and commerce. He is currently building a stealth-stage AI startup, backed by leading investors from the technology and venture capital industries. Previously, he served as CTO and co-founder of Daydream, an AI-driven retail platform.
Over the course of his career, Matt has led high-impact engineering and data science teams at Microsoft and Amazon, built and scaled multiple venture-backed companies, and advised a wide range of startups across the AI ecosystem. He is also a member of the adjunct faculty at Brown University, where he teaches in both executive and graduate programs, focusing on AI strategy, applied data science, and product innovation.",Online only,https://events.brown.edu/event/311007-lessons-in-leadership-enhancing-marketing,,,0,0,0.0
434,COBRE CBC Computational Biology Walk-in Office hours,"2025-06-11 15:00:00","2025-06-11 16:00:00",EDT,,,Online only,https://events.brown.edu/event/287355-cobre-cbc-computational-biology-walk-in-office,,,0,0,0.0
